0,1,2,3
Starbucks Coffee,Himalayan Still Water,₹119.05,"Himalayan Still Water
Product Size - 250 ML
Energy  - 0 kcal
Allergen - Nil ... read more"
Starbucks Coffee,Sparkling Himalayan Water,₹104.76,"Himalayan sparkling Water
Product Size - 250 ML
Energy  - 0 kcal
Allergen - Nil ... read more"
Empire Restaurant,Chicken Biryani,₹175,Succulent Chiken Meat in aromatic Biriyani Rice
Empire Restaurant,Grilled Chicken Biriyani,₹365,Aromatic Biriyani with grilled chicken
Empire Restaurant,Paneer Butter Masala,₹110,Buttery tomato gravy with chunks of creamy cottage cheese
Empire Restaurant,Butter Chicken Boneless,₹150,Buttery tomato gravy with chicken.
Empire Restaurant,Pepper Mutton Masala,₹170,Combination of Fiery pepper and juicy mutton
Empire Restaurant,Non Veg Thali,₹279,"Chicken Kebab,Chilli Chicken,Butter Chicken Gravy,Mutton Curry With Bone,Dal Fry,Ghee Rice.Coin Parota,Curd,Poriyal,Pickle&Sweet"
Empire Restaurant,Ghee Rice Butter Chicken Combo & Chicken Manchurian Dry,₹189,"Ghee Rice, Butter Chicken Bonless (5 Pcs), Manchurian Dry (5 Pcs)"
Empire Restaurant,Tender Coconut Pudding,₹71,"A refreshing delight with delicate flavors made from tender coconut, all set to ... read more"
Empire Restaurant,Ghee Rice,₹99,Empire's signature and must have
Empire Restaurant,Veg Thali,₹205,"Rice,Coin Parota,Gobi Manchurian Dry,Paneer Chilli Dry,Veg Kuruma,Dal Fry,Curd,Pickle,Rasam ,Poriyal&Sweet"
Empire Restaurant,Grilled Chicken,₹210,"Succulent Grilled Chicken, Well roasted and served with a special spicy Special Chutney"
Empire Restaurant,Ghee Rice Butter Chicken Combo,₹149,"Ghee Rice, Butter Chicken Boneless (5 Pcs)"
Empire Restaurant,Ghee Rice Mutton Varuval Bone & Chilly Chicken Boneless,₹189,"Ghee Rice, Mutton Varuval Bone (1 Pc), Chilly Chicken Boneless (5 Pcs)"
Empire Restaurant,"Chicken Biryani (regular), Raitha &popcorn Kebab",₹199,"Chicken Biriyani (Regular), Raitha, Popcorn Kebab (5 Pcs)"
Empire Restaurant,Pepper Chicken Dry Boneless,₹140,Goodness of pepper in chicken starter
Empire Restaurant,"2 Naan, Hyderabadi Boneless Chicken Gravy & Popcorn Kebab",₹189,"Naan (2Nos), Hyderabadi Chicken Boneless Gravy(5 Pcs), Popcorn Kebab (5 Pcs)"
Empire Restaurant,Curd Rice,₹136,Yogurt and rice with a tadka of spices
Empire Restaurant,Popcorn Chicken Kebab,₹133.90,Bite size deep fried chicken pops.
Empire Restaurant,Shaadi Ki Biriyani (mutton),₹319.30,Succulent Mutton Meat in Aeromatic Biriyani Rice
Empire Restaurant,Empire Special Chicken Kebab,₹105,"Empire classic batter fried Kebab, Signature dish that's not to be missed"
Empire Restaurant,Egg Fried Rice,₹190,Indo chinese rice with egg
Empire Restaurant,Alfaham Chicken,₹135,"Arabian well grilled chicken served with salad, Kuboos and mayonnaise"
Empire Restaurant,"2 Naan, Paneer Butter Masala, Gobi Manchurian",₹169,"2Naan,Paneer Butter Masala (5 pcs),Gobi Manchurian"
Empire Restaurant,Ghee Rice With Paneer Butter Masala & Gobi Manchurian,₹169,"Ghee Rice, Panner Butter Masala (5 pcs), Gobi Manchurian"
Empire Restaurant,Fiery Chicken Wings,₹140,Spicy tawa fried wings of chicken
Empire Restaurant,Mutton Brain Dry Fry,₹170,A Top Favorite on the Empire Menu. Not to be missed
Empire Restaurant,Veg Fried Rice & Gobi Manchurian,₹149,"Veg Fried Rice, Gobi Manchurian"
Empire Restaurant,Ghee Rice With Dal Fry,₹149,"Ghee Rice, Dal Fry"
Empire Restaurant,"3 Coin Parotta, Hyderabadi Boneless Chicken Gravy & Popcorn Kebab",₹189,"Coin Parotta (2 Nos), Hyderabadi Chicken Boneless (5 Pcs), Popcorn Kebab (5 Pcs)"
Empire Restaurant,Romali Roti,₹31,"Thin ""handkerchief"" roti. Highest selling on our menu"
Empire Restaurant,Chicken Tikka,₹135,
Empire Restaurant,Chicken Fried Rice,₹210,Indo chinese rice with chicken
Empire Restaurant,Veg Biryani,₹210,Vegetarian version of Empire's aromatic Biriyani
Empire Restaurant,Egg Biriyani,₹210,Eggs in aromatic Biriyani Rice
Empire Restaurant,Tandoori Chicken,₹135,Clay pot oven grilled chicken with a smoky flavor.
Empire Restaurant,Bucket Biriyani With Fiery Wings,₹1599,15 pcs Chicken Biriyani + 6 Eggs + Fiery Chicken Wings (Full)
Empire Restaurant,Pepper Chicken Dry Boneless,₹140,Goodness of pepper in chicken starter
Empire Restaurant,Grilled Chicken,₹210,"Succulent Grilled Chicken, Well roasted and served with a special spicy Special Chutney"
Empire Restaurant,Chilly Chicken Dry,₹130,Indo chinese prepration with batter fried chicken in Empire special masala
Empire Restaurant,Chicken Manchurian Boneless,₹133.90,Indo chinese prepration with Empire special Manchurian sauces
Empire Restaurant,Chilly Chicken Boneless,₹140,Indo chinese prepration with batter fried chicken in Empire special masala
Empire Restaurant,Popcorn Chicken Kebab,₹133.90,Bite size deep fried chicken pops.
Empire Restaurant,Chicken Kebab Boneless,₹134.80,"Empire classic batter fried Kebab, Signature dish that's not to be missed"
Empire Restaurant,Empire Special Chilly Kebab,₹120,Empire classic batter fried Kebab with fried chilli
Empire Restaurant,Pepper Chicken Dry,₹130,Goodness of pepper in chicken starter
Empire Restaurant,Alfaham Chicken,₹135,"Arabian well grilled chicken served with salad, Kuboos and mayonnaise"
Empire Restaurant,Empire Special Chicken Kebab,₹105,"Empire classic batter fried Kebab, Signature dish that's not to be missed"
Empire Restaurant,Chicken Tikka,₹135,
Empire Restaurant,Veg Biryani,₹210,Vegetarian version of Empire's aromatic Biriyani
Empire Restaurant,Grilled Chicken Biriyani,₹365,Aromatic Biriyani with grilled chicken
Empire Restaurant,Chicken Biryani,₹175,Succulent Chiken Meat in aromatic Biriyani Rice
Empire Restaurant,Egg Biriyani,₹210,Eggs in aromatic Biriyani Rice
Empire Restaurant,Lemon Rice,₹136,Tangy local special cooked with Fresh rice
Empire Restaurant,Plain Rice,₹70,Fresh Boiled Rice
Empire Restaurant,Ghee Rice,₹99,Empire's signature and must have
Empire Restaurant,Jeera Rice,₹136,Fresh coocked rice with jeera of cumin seeds
Empire Restaurant,Biryani Rice (non Veg),₹127,Flavourful and spice filled Aromatic Rice
Empire Restaurant,Curd Rice,₹136,Yogurt and rice with a tadka of spices
Empire Restaurant,Shaadi Ki Biriyani (mutton),₹319.30,Succulent Mutton Meat in Aeromatic Biriyani Rice
Empire Restaurant,Pepper Chicken Masala,₹140,Combination of fiery pepper and juicy chicken.
Empire Restaurant,Chicken Masala,₹140,Chicken cooked in empires classic masala gravy.
Empire Restaurant,Butter Chicken,₹140,Buttery tomato gravy with chicken.
Empire Restaurant,Chicken Kuruma,₹140,Classic empire gravy cooked to perfection.
Empire Restaurant,Chicken Manchurian Masala,₹150,
Empire Restaurant,Chicken Tandoori Masala,₹155,Smoky charcoal grilled chicken in a classic tandoori masala gravy.
Empire Restaurant,Chicken Tikka Masala,₹170,Smoky charcoal grilled chicken in a classic Tikka masala gravy
Empire Restaurant,Butter Chicken Boneless,₹150,Buttery tomato gravy with chicken.
Empire Restaurant,Chicken Varval,₹140,Empire special recipe with spices and coconut milk.
Empire Restaurant,Kadai Paneer,₹130,Empires Traditional Kadai curry with cottage cheese
Empire Restaurant,Kadai Veg,₹135,
Empire Restaurant,Paneer Tikka Masala,₹130,Tandoor cooked cottage cheese in tangy tomato gravy
Empire Restaurant,Tawa Veg,₹199,
Empire Restaurant,Tawa Paneer,₹199,
Empire Restaurant,Ghee Rice With Paneer Butter Masala & Gobi Manchurian,₹169,"Ghee Rice, Panner Butter Masala (5 pcs), Gobi Manchurian"
Empire Restaurant,Ghee Rice Butter Chicken Combo & Chicken Manchurian Dry,₹189,"Ghee Rice, Butter Chicken Bonless (5 Pcs), Manchurian Dry (5 Pcs)"
Empire Restaurant,"2 Naan, Hyderabadi Boneless Chicken Gravy & Popcorn Kebab",₹189,"Naan (2Nos), Hyderabadi Chicken Boneless Gravy(5 Pcs), Popcorn Kebab (5 Pcs)"
Empire Restaurant,Ghee Rice With Dal Fry,₹149,"Ghee Rice, Dal Fry"
Empire Restaurant,"Chicken Biryani (regular), Raitha &popcorn Kebab",₹199,"Chicken Biriyani (Regular), Raitha, Popcorn Kebab (5 Pcs)"
Empire Restaurant,Ghee Rice Mutton Varuval Bone & Chilly Chicken Boneless,₹189,"Ghee Rice, Mutton Varuval Bone (1 Pc), Chilly Chicken Boneless (5 Pcs)"
Empire Restaurant,Veg Fried Rice & Gobi Manchurian,₹149,"Veg Fried Rice, Gobi Manchurian"
Empire Restaurant,"3 Coin Parotta, Hyderabadi Boneless Chicken Gravy & Popcorn Kebab",₹189,"Coin Parotta (2 Nos), Hyderabadi Chicken Boneless (5 Pcs), Popcorn Kebab (5 Pcs)"
Empire Restaurant,Ghee Rice Butter Chicken Combo,₹149,"Ghee Rice, Butter Chicken Boneless (5 Pcs)"
Empire Restaurant,"Biryani Rice, Raitha & Pepper Chicken Boneless",₹169,"Biriyani Rice, Raitha, Pepper Chicken Bonless (5 Pcs)"
Empire Restaurant,"2 Naan, Paneer Butter Masala, Gobi Manchurian",₹169,"2Naan,Paneer Butter Masala (5 pcs),Gobi Manchurian"
Empire Restaurant,Mutton Kurma,₹170,Classic Spicy Gravy cooked to perfection
Empire Restaurant,Pepper Mutton Masala,₹170,Combination of Fiery pepper and juicy mutton
Empire Restaurant,Mutton Brain Masala,₹170,A Top Favorite on the Empire Menu. Not to be missed
Empire Restaurant,Mutton Varuval,₹170,Empire Special recipe with Spices and coconut milk
Empire Restaurant,Hyderabadi Chicken Boneless Gravy,₹150,Empire's version of this Nawabi favorite
Empire Restaurant,Kadai Chicken Gravy,₹140,"Spicy gravy with capsicum,onion and mild flaver of corriander seeds"
Empire Restaurant,Fiery Chicken Wings,₹140,Spicy tawa fried wings of chicken
Empire Restaurant,Fiery Basa Fish Fillet,₹299,Fillet slice of basa fish served with a spicy dip.
Empire Restaurant,Aloo Jeera,₹99,"Potatoes and cumin seeds , simple and tasty !"
Empire Restaurant,Paneer Burji,₹115,"Minced Cottage Chese cooked in onions,tomatoes & chillies"
Empire Restaurant,Green Salad,₹95,Simple collection of salad vegetables in slices
Empire Restaurant,Mini Salad,₹30,
Empire Restaurant,Babycorn Masala,₹100,Crunchy bites of Babycorn in spicy masala gravy
Empire Restaurant,Raitha,₹35,
Empire Restaurant,Dal Fry,₹70,Empires Signature Lentil dish that is not be missed
Empire Restaurant,Palak Paneer,₹110,
Empire Restaurant,Paneer Butter Masala,₹110,Buttery tomato gravy with chunks of creamy cottage cheese
Empire Restaurant,Aloo Gobi Gravy,₹95,Potatoes and Cauliflower in rich gravy
Empire Restaurant,Dal Thadaka,₹75,Fresh Lentils with a seasoning of cumin and red chillies
Empire Restaurant,Aloo Masala,₹95,Potatoes in Spicy Masala Gravy
Empire Restaurant,Veg Kurma,₹85,classic Kuruma has a mix of vegetable and midly spiced gravy with coconut ... read more
Empire Restaurant,Boiled Egg (2 Nos),₹40,
Empire Restaurant,Egg Bulls Eye,₹50,Sunny Side up !
Empire Restaurant,Egg Burji,₹80,Eggs beaten into a mix of fried onions and spices and well cooked
Empire Restaurant,Spl Dal Fry With Egg,₹140,Empire Classic Lentils and Egg
Empire Restaurant,Egg Omelette,₹80,Classic plain Omlettes
Empire Restaurant,Egg Masala,₹115,Egg's in Empire's Classic Masala Gravy
Empire Restaurant,Mutton Pepper Dry,₹175,Goodness of pepper in a mutton starter
Empire Restaurant,Mutton Brain Dry Fry,₹170,A Top Favorite on the Empire Menu. Not to be missed
Empire Restaurant,Mutton Pepper Dry Boneless,₹185,Goodness of pepper in a mutton starter
Empire Restaurant,Mix Fried Rice Non Veg,₹230,"Indo chinese rice with mutton,chiken and eggs"
Empire Restaurant,Egg Noodles,₹190,Indo chinese noodles with egg
Empire Restaurant,Chicken Fried Rice,₹210,Indo chinese rice with chicken
Empire Restaurant,Egg Fried Rice,₹190,Indo chinese rice with egg
Empire Restaurant,Veg Fried Rice,₹180,"Indo chinese rice with cabbage,beans and carrot"
Empire Restaurant,Mutton Fried Rice,₹240,Indo chinese rice with mutton
Empire Restaurant,Chicken Noodles,₹210,Indo chinese noodles with chicken and egg
Empire Restaurant,Veg Noodles,₹180,"Indo chinese noodles with cabbage ,beans and carrot"
Empire Restaurant,Tandoori Naan,₹34,Smoky charcoal cooked bread.Made in clay pot
Empire Restaurant,Butter Roti,₹35,Butter smeared on wheat flat bread
Empire Restaurant,Kulcha,₹34,North Indian bread
Empire Restaurant,Romali Roti,₹31,"Thin ""handkerchief"" roti. Highest selling on our menu"
Empire Restaurant,Tandoori Roti,₹31,Smoky charcoal cooked whole wheat bread.Made in clay pot
Empire Restaurant,Butter Kulcha,₹42,North Indian bread with butter
Empire Restaurant,Butter Naan,₹42,Butter smeared on bread
Empire Restaurant,Pepsi 250 Ml,₹19.05,
Empire Restaurant,Mineral Water,₹19.05,
Empire Restaurant,Pepsi Big 750ml,₹38.10,
Empire Restaurant,7up 750ml,₹38.10,
Empire Restaurant,7up 250ml,₹19.05,
Empire Restaurant,Paneer Tikka Dry,₹110,"Marinated cubes of cottage cheese on skewar,cooked in a clay pot"
Empire Restaurant,Babycorn Manchurian Dry,₹100,Indo chinese preparation with Empire special manchurian sauces
Empire Restaurant,Gobi Manchurian,₹95,Cauliflower that's batter fried and coocked in Empire special sauces
Empire Restaurant,Pappad,₹20,
Empire Restaurant,Babycorn Chilly Dry,₹100,Indo chinese preparation with batter fried baby corn in Empire special masala
Empire Restaurant,Paneer Chilly Dry,₹100,Fried Chillies and cottage cheese for spicy starter
Empire Restaurant,Wheat Parotta,₹36,Tawa Porota made from wheat
Empire Restaurant,Kerala Parotta,₹36,Fluffy Kerala speciality bread
Empire Restaurant,Empire Special Porota,₹47,
Empire Restaurant,Ceylon Parotta,₹36,Flaky and soft porrota
Empire Restaurant,Dry Chapati,₹29,Whole wheat flat bread
Empire Restaurant,Empire Butter Parotta,₹45,Traditional Porota with butter
Empire Restaurant,Empire Mix Parotta,₹135,"Strips of the Porota cooked with Egg,Mutton,Chiken and Vegetables"
Empire Restaurant,Onion Parotta,₹60,Onion Stuffed Paratha
Empire Restaurant,Malabar Parotta,₹29.87,
Empire Restaurant,Ghee Chapathi,₹32,Wheat flat bred with ghee
Empire Restaurant,Aloo Parotta,₹91,Potato stuffed Paratha
Empire Restaurant,Coin Parotta,₹27.81,"Empire's Classic Mini porotas ,Highly recommended"
Empire Restaurant,Egg Parotta,₹89,Egg Layered with traditional Porota
Empire Restaurant,Kalmi Kabab,₹145,Succulent chicken leg with Indian spices.
Empire Restaurant,Tandoori Chicken,₹135,Clay pot oven grilled chicken with a smoky flavor.
Empire Restaurant,Murg Tikka,₹140,Smoky charcoal grilled chicken with tikka marination.
Empire Restaurant,Murg Hariyali Tikka,₹140,Tandoor cooked chicken kabab with greens & herbs.
Empire Restaurant,Non Veg Thali,₹279,"Chicken Kebab,Chilli Chicken,Butter Chicken Gravy,Mutton Curry With Bone,Dal Fry,Ghee Rice.Coin Parota,Curd,Poriyal,Pickle&Sweet"
Empire Restaurant,Veg Thali,₹205,"Rice,Coin Parota,Gobi Manchurian Dry,Paneer Chilli Dry,Veg Kuruma,Dal Fry,Curd,Pickle,Rasam ,Poriyal&Sweet"
Empire Restaurant,Death By Chocolate,₹165,
Empire Restaurant,Hot Chocolate Fudge,₹149,
Empire Restaurant,Chocolate Mousse,₹75,
Empire Restaurant,Bucket Chicken Biriyani,₹1234.97,"SERVES 6 -7 (15 pcs Chicken Biriyani, 6 Eggs)"
Empire Restaurant,Bucket Biriyani With Grilled Chicken,₹1585.17,"Serves 6-7, 15 pcs Chicken biriyani + 6 Eggs +Grilled Chicken (Full)"
Empire Restaurant,Bucket Biriyani With Kalmi Kabab,₹1636.67,15 pcs Chicken Biriyani + 6 Eggs + Kalmi Kabab (Full)
Empire Restaurant,Bucket Biriyani With Chicken Kabab,₹1543.97,15 pcs Chicken biriyani + 6 Eggs + Empire Spl Chicken Kebaba (Full)
Empire Restaurant,Bucket Biriyani With Fiery Wings,₹1599,15 pcs Chicken Biriyani + 6 Eggs + Fiery Chicken Wings (Full)
Empire Restaurant,Gud Bud,₹143,0
Empire Restaurant,Fruit Custard,₹104.50,A delightful change in your regular fruit salad. Made with the freshest seasonal ... read more
Empire Restaurant,Fruit Salad With Ice Cream,₹121,0
Empire Restaurant,Red Velvet Pot,₹143,"A melt in mouth Red Velvet Pot made with red velvet cake sponge, ... read more"
Empire Restaurant,Mudpot,₹143,Indulge your sweet tooth with this heavenly dessert. It's made of vanilla custard ... read more
Empire Restaurant,Banoffee Sundae,₹154,"Sweet and nutty, this banana sundae features our creamy butterscotch ice cream with ... read more"
Empire Restaurant,Arabian Dry Fruit Sundae,₹176,"Enjoy this royal treat of sundae made from combination of chocolate, butterscotch and ... read more"
Empire Restaurant,Kulfi Falooda,₹138,0
Empire Restaurant,Rabdi Falooda,₹154,0
Empire Restaurant,Tender Coconut Falooda,₹187,"For those with a sweet tooth, the Tender Falooda Ice Cream is a ... read more"
Empire Restaurant,Empire Special Falooda,₹198,0
Empire Restaurant,Bombay Falooda,₹143,This Falooda is our interpretation of the classical Bombay style Falooda. Made from ... read more
Empire Restaurant,Vanilla Thick Shake,₹88,0
Empire Restaurant,Chocolate Thick Shake,₹88,
